qname	decompositionTime	planningTime	firstResult	overallTime	moreResults	cardinality
B11-2	0.00612497329712	0.00911998748779	7.65568995476	55.9238388538	1	3
B11-3	0.00619196891785	0.0091381072998	1.96789097786	55.1959960461	1	13
B11-4	0.00619792938232	0.00915789604187	4.51410198212	55.024960041	1	19
B11-5	0.00615000724792	0.00913596153259	2.61875104904	55.7687540054	1	13
B11-6	0.0062210559845	0.0092089176178	2.41945910454	53.2779340744	1	16
B11-7	0.00640797615051	0.00949096679688	2.72556710243	55.7898910046	1	5
B11-8	0.00626587867737	0.009272813797	4.21464085579	54.7928760052	1	6
B11-9	0.00619196891785	0.00916600227356	2.73641705513	55.1842660904	1	15
B11-10	0.0062530040741	0.00927877426147	3.80025291443	55.1361548901	1	9
B11-11	0.00627112388611	0.00922107696533	14.8806521893	54.6175451279	1	6
B11-12	0.00620198249817	0.00918006896973	5.49684286118	54.7230510712	1	1
B11-13	0.00641989707947	0.00943684577942	3.0646109581	54.8658950329	1	17
B11-14	0.0061628818512	0.00910687446594	2.12274694443	53.0464258194	1	10
B11-15	0.00621891021729	0.00919604301453	5.18095612526	54.0206639767	1	5
B11-16	0.00630211830139	0.00931000709534	2.4768781662	54.7515749931	1	13
B11-17	0.00627708435059	0.00924110412598	18.5577731133	54.4393861294	1	5
B11-18	0.00618505477905	0.00913500785828	2.41369509697	54.1415679455	1	7
B11-19	0.00630688667297	0.00931787490845	11.2319309711	54.6559388638	1	1
B11-20	0.00631594657898	0.00935912132263	2.01261711121	55.1448149681	1	20
B12-1	0.00564193725586	0.0086030960083	0.131599903107	0.259873867035	1	1296
B12-2	0.00563311576843	0.00861215591431	0.0866920948029	0.134853124619	1	570
B12-3	0.00567984580994	0.00862693786621	0.0899968147278	0.301149845123	1	2376
B12-4	0.00572299957275	0.00869798660278	0.0864491462708	0.158480167389	1	756
B12-5	0.00566005706787	0.00863099098206	0.0880289077759	0.182096004486	1	966
B12-6	0.0057008266449	0.00864481925964	0.0882408618927	0.148751974106	1	504
B12-7	0.00564002990723	0.00859689712524	0.0982129573822	0.227860927582	1	1440
B12-8	0.00563621520996	0.00862503051758	0.101689100266	0.208250999451	1	1242
B12-9	0.00568985939026	0.00864291191101	0.0818359851837	0.0921170711517	1	120
B12-10	0.00575399398804	0.00874209403992	0.0854301452637	0.11394906044	1	204
B12-11	0.00566506385803	0.0086350440979	0.0979909896851	0.309081077576	1	2400
B12-12	0.00565910339355	0.0086190700531	0.087788105011	0.180319070816	1	1026
B12-13	0.00568103790283	0.00864791870117	0.0875799655914	0.212476015091	1	1530
B12-14	0.0057270526886	0.00874996185303	0.0901219844818	0.19843006134	1	1260
B12-15	0.00565385818481	0.00860095024109	0.0943329334259	0.17665886879	1	972
B12-16	0.00564312934875	0.00859808921814	0.108927965164	0.260533094406	1	1728
B12-17	0.00570106506348	0.00864601135254	0.0872769355774	0.279194116592	1	2208
B12-18	0.00569796562195	0.00871992111206	0.0922050476074	0.210845947266	1	1536
B12-19	0.00580406188965	0.00881099700928	0.0993940830231	0.23935508728	1	1632
B12-20	0.00556707382202	0.0085620880127	0.108304977417	0.348195075989	1	2622
